Enemy,Damage Taken
Snake Plant,6.0
3 Louse,6.0
2 Thieves,6.0
3 Louse,6.0
3 Cultists,6.0
2 Louse,6.0
Exordium Thugs,6.0
Slavers,6.0
Lots of Slimes,6.0
Lagavulin,6.0
3 Louse,6.0
Snake Plant,6.0
Cultist,6.0
2 Thieves,6.0
Slavers,6.0
3 Shapes,6.0
Snecko,6.0
2 Louse,6.0
Slime Boss,6.0
Slavers,6.0
Jaw Worm,6.0
Looter,6.0
2 Louse,6.0
Orb Walker,6.0
Reptomancer,6.0
Jaw Worm,6.0
Reptomancer,6.0
The Mushroom Lair,6.0
Chosen,6.0
2 Thieves,6.0
2 Thieves,6.0
Blue Slaver,6.0
Small Slimes,6.0
Blue Slaver,6.0
Gremlin Leader,6.0
Cultist,6.0
Red Slaver,6.0
Snake Plant,6.0
Exordium Thugs,6.0
Small Slimes,6.0
Red Slaver,6.0
Cultist,6.0
Blue Slaver,6.0
Looter,6.0
Book of Stabbing,6.0
Shelled Parasite and Fungi,6.0
Exordium Thugs,6.0
2 Fungi Beasts,6.0
Book of Stabbing,6.0
Lots of Slimes,6.0
Cultist,6.0
Gremlin Gang,6.0
Spheric Guardian,6.0
3 Darklings,6.0
Exordium Thugs,6.0
Gremlin Nob,6.0
Jaw Worm,6.0
Cultist,6.0
3 Cultists,6.0
Collector,6.0
Shelled Parasite and Fungi,6.0
Snake Plant,6.0
Exordium Thugs,6.0
The Guardian,6.0
3 Byrds,6.0
2 Louse,6.0
3 Sentries,6.0
Gremlin Nob,6.0
Blue Slaver,6.0
The Guardian,6.0
Looter,6.0
3 Louse,6.0
Gremlin Leader,6.0
3 Cultists,6.0
Slime Boss,6.0
Champ,6.0
3 Byrds,6.0
Blue Slaver,6.0
Jaw Worm,6.0
3 Cultists,6.0
Sentry and Sphere,6.0
3 Sentries,6.0
Red Slaver,6.0
3 Sentries,6.0
2 Fungi Beasts,6.0
Masked Bandits,6.0
Jaw Worm,6.0
4 Shapes,6.0
2 Fungi Beasts,6.0
Cultist,6.0
3 Darklings,6.0
Exordium Wildlife,6.0
Lots of Slimes,6.0
3 Louse,6.0
Looter,6.0
Cultist,6.0
2 Louse,6.0
Exordium Thugs,6.0
Snecko,6.0
2 Louse,6.0
Spheric Guardian,6.0
Exordium Thugs,6.0
Awakened One,6.0
Shield and Spear,6.0
Blue Slaver,6.0
Book of Stabbing,6.0
Snecko,6.0
Lagavulin,6.0
Shell Parasite,6.0
Cultist,6.0
Looter,6.0
Masked Bandits,6.0
Cultist,6.0
Transient,6.0
Lagavulin,6.0
Snake Plant,6.0
Spheric Guardian,6.0
3 Sentries,6.0
Maw,6.0
Sphere and 2 Shapes,6.0
Jaw Worm,6.0
Jaw Worm,6.0
Lagavulin,6.0
Small Slimes,6.0
Snake Plant,6.0
Red Slaver,5.0
Snecko,5.0
Slavers,5.0
Small Slimes,5.0
3 Cultists,5.0
Gremlin Gang,5.0
Blue Slaver,5.0
Small Slimes,5.0
2 Louse,5.0
Lagavulin,5.0
Gremlin Leader,5.0
2 Thieves,5.0
Spheric Guardian,5.0
3 Sentries,5.0
Small Slimes,5.0
Gremlin Gang,5.0
Red Slaver,5.0
Centurion and Healer,5.0
Donu and Deca,5.0
Nemesis,5.0
Chosen,5.0
Small Slimes,5.0
Red Slaver,5.0
Lagavulin,5.0
Small Slimes,5.0
The Mushroom Lair,5.0
Orb Walker,5.0
Hexaghost,5.0
Snake Plant,5.0
Shell Parasite,5.0
Maw,5.0
Transient,5.0
2 Louse,5.0
Gremlin Nob,5.0
Orb Walker,5.0
3 Sentries,5.0
2 Fungi Beasts,5.0
The Mushroom Lair,5.0
Shell Parasite,5.0
Cultist and Chosen,5.0
Jaw Worm,5.0
Slavers,5.0
Snake Plant,5.0
2 Louse,5.0
Jaw Worm,5.0
Lagavulin,5.0
Small Slimes,5.0
The Mushroom Lair,5.0
Exordium Thugs,5.0
Blue Slaver,5.0
Giant Head,5.0
3 Sentries,5.0
Snake Plant,5.0
The Guardian,5.0
3 Shapes,5.0
Gremlin Gang,5.0
Gremlin Leader,5.0
3 Cultists,5.0
3 Byrds,5.0
2 Thieves,5.0
Writhing Mass,5.0
Gremlin Gang,5.0
3 Byrds,5.0
2 Louse,5.0
Jaw Worm Horde,5.0
2 Thieves,5.0
Colosseum Nobs,5.0
Hexaghost,5.0
Reptomancer,5.0
2 Louse,5.0
Small Slimes,5.0
Lagavulin,5.0
3 Sentries,5.0
Lagavulin,5.0
Exordium Wildlife,5.0
Gremlin Gang,5.0
3 Sentries,5.0
2 Thieves,5.0
3 Sentries,5.0
Large Slime,5.0
Snake Plant,5.0
3 Sentries,5.0
Exordium Wildlife,5.0
Small Slimes,5.0
Blue Slaver,5.0
2 Louse,5.0
2 Louse,5.0
4 Shapes,5.0
Mind Bloom Boss Battle,5.0
3 Louse,5.0
Chosen,5.0
2 Thieves,5.0
Jaw Worm,5.0
3 Sentries,5.0
Red Slaver,5.0
Gremlin Leader,5.0
Lagavulin,5.0
Gremlin Gang,5.0
Lagavulin,5.0
Jaw Worm,5.0
Exordium Thugs,5.0
Small Slimes,5.0
Shell Parasite,5.0
3 Byrds,5.0
Cultist,5.0
Chosen,5.0
Lagavulin,5.0
3 Louse,5.0
2 Fungi Beasts,5.0
2 Louse,5.0
Exordium Wildlife,5.0
Large Slime,5.0
2 Louse,5.0
2 Fungi Beasts,5.0
Looter,5.0
Lagavulin,5.0
3 Louse,5.0
Nemesis,5.0
Spheric Guardian,5.0
3 Cultists,5.0
Giant Head,5.0
Spire Growth,5.0
Spheric Guardian,5.0
Looter,5.0
Book of Stabbing,5.0
Collector,5.0
3 Cultists,5.0
Lagavulin,5.0
Snake Plant,5.0
Book of Stabbing,5.0
Small Slimes,5.0
3 Sentries,5.0
Lagavulin,5.0
Donu and Deca,5.0
Exordium Thugs,5.0
Awakened One,5.0
Chosen and Byrds,5.0
2 Louse,5.0
Shelled Parasite and Fungi,5.0
Lagavulin,5.0
Transient,5.0
Gremlin Nob,5.0
Chosen,5.0
Slime Boss,5.0
Red Slaver,5.0
Giant Head,5.0
Jaw Worm,5.0
Cultist,5.0
Gremlin Gang,5.0
Looter,5.0
Sphere and 2 Shapes,5.0
Book of Stabbing,5.0
Snake Plant,5.0
Chosen,5.0
2 Louse,5.0
Blue Slaver,5.0
Hexaghost,5.0
Centurion and Healer,5.0
Exordium Wildlife,5.0
Small Slimes,5.0
Gremlin Gang,5.0
Jaw Worm Horde,5.0
3 Byrds,5.0
3 Darklings,5.0
Giant Head,5.0
3 Sentries,5.0
Snecko,5.0
Gremlin Gang,5.0
Looter,5.0
3 Byrds,5.0
Exordium Wildlife,5.0
2 Louse,5.0
Gremlin Leader,5.0
Small Slimes,5.0
Spire Growth,5.0
Blue Slaver,5.0
3 Louse,5.0
Slavers,5.0
3 Sentries,5.0
Snecko,5.0
Book of Stabbing,5.0
4 Shapes,5.0
Exordium Wildlife,5.0
Slavers,5.0
Book of Stabbing,5.0
Reptomancer,5.0
3 Byrds,5.0
Hexaghost,5.0
Gremlin Nob,5.0
Large Slime,5.0
Jaw Worm,5.0
Shell Parasite,5.0
2 Thieves,5.0
Shell Parasite,5.0
Snake Plant,5.0
Small Slimes,5.0
2 Louse,5.0
3 Sentries,5.0
3 Sentries,5.0
Blue Slaver,5.0
2 Louse,5.0
Gremlin Nob,5.0
Looter,5.0
3 Sentries,5.0
3 Byrds,5.0
Shell Parasite,5.0
2 Thieves,5.0
Jaw Worm Horde,5.0
Small Slimes,5.0
2 Thieves,5.0
Small Slimes,5.0
Shield and Spear,5.0
Cultist,5.0
Slavers,5.0
Centurion and Healer,5.0
Book of Stabbing,5.0
2 Thieves,5.0
Shell Parasite,5.0
Champ,5.0
Jaw Worm,5.0
3 Cultists,5.0
3 Darklings,5.0
Snecko,5.0
Blue Slaver,5.0
2 Thieves,5.0
Spheric Guardian,5.0
2 Thieves,5.0
Spire Growth,5.0
Exordium Thugs,5.0
Nemesis,5.0
Spire Growth,5.0
Gremlin Leader,5.0
Spheric Guardian,5.0
Small Slimes,5.0
2 Louse,5.0
Slavers,5.0
Exordium Wildlife,5.0
Shell Parasite,5.0
Centurion and Healer,5.0
Gremlin Nob,5.0
Lagavulin,5.0
Transient,5.0
Shell Parasite,5.0
Chosen,5.0
Gremlin Nob,5.0
2 Louse,5.0
Large Slime,5.0
Sphere and 2 Shapes,5.0
Red Slaver,5.0
Cultist and Chosen,5.0
Gremlin Nob,5.0
Jaw Worm,5.0
Gremlin Leader,5.0
Exordium Wildlife,5.0
Blue Slaver,5.0
3 Darklings,5.0
3 Cultists,5.0
Looter,5.0
Looter,5.0
Gremlin Gang,5.0
Jaw Worm,5.0
2 Louse,5.0
Exordium Thugs,5.0
Automaton,5.0
Sphere and 2 Shapes,5.0
Cultist,5.0
Lagavulin,5.0
Spheric Guardian,5.0
2 Thieves,5.0
Blue Slaver,5.0
3 Byrds,5.0
Jaw Worm,5.0
Slavers,5.0
Gremlin Gang,5.0
2 Fungi Beasts,5.0
2 Fungi Beasts,5.0
Hexaghost,5.0
The Guardian,5.0
Lagavulin,5.0
Lagavulin,5.0
Blue Slaver,5.0
Gremlin Leader,5.0
Lagavulin,5.0
Lagavulin,5.0
Cultist,5.0
Large Slime,5.0
2 Louse,5.0
2 Louse,5.0
Cultist,5.0
2 Thieves,5.0
Cultist,5.0
3 Darklings,5.0
3 Sentries,5.0
Lagavulin,5.0
Snake Plant,5.0
Large Slime,5.0
3 Byrds,5.0
3 Cultists,5.0
Chosen,5.0
Lagavulin,5.0
3 Sentries,5.0
Nemesis,5.0
Blue Slaver,5.0
Book of Stabbing,5.0
2 Louse,5.0
Snecko,5.0
Gremlin Leader,5.0
Exordium Wildlife,5.0
Large Slime,5.0
Centurion and Healer,5.0
Large Slime,5.0
Exordium Wildlife,5.0
Gremlin Nob,5.0
Exordium Thugs,5.0
Cultist,5.0
Blue Slaver,5.0
Shell Parasite,5.0
Small Slimes,5.0
2 Louse,5.0
Red Slaver,5.0
Chosen,5.0
Sphere and 2 Shapes,5.0
Automaton,5.0
Slavers,5.0
Time Eater,5.0
Orb Walker,5.0
3 Cultists,5.0
The Guardian,5.0
3 Byrds,5.0
Slavers,5.0
3 Sentries,5.0
2 Thieves,5.0
Small Slimes,5.0
Large Slime,5.0
3 Sentries,5.0
2 Louse,5.0
Snake Plant,5.0
Blue Slaver,5.0
2 Louse,5.0
Exordium Wildlife,5.0
Red Slaver,5.0
3 Sentries,5.0
2 Louse,5.0
Looter,5.0
Gremlin Nob,5.0
Gremlin Gang,5.0
2 Louse,5.0
Cultist and Chosen,5.0
Gremlin Gang,5.0
Chosen,5.0
Jaw Worm Horde,5.0
Gremlin Nob,5.0
Gremlin Leader,5.0
Small Slimes,5.0
Shield and Spear,5.0
Small Slimes,5.0
Book of Stabbing,5.0
Snecko,5.0
Snake Plant,5.0
Chosen,5.0
Spire Growth,5.0
Slime Boss,5.0
Champ,5.0
3 Louse,5.0
Blue Slaver,5.0
Champ,5.0
3 Shapes,5.0
Colosseum Nobs,5.0
Small Slimes,5.0
Giant Head,5.0
Centurion and Healer,5.0
3 Louse,5.0
Gremlin Gang,5.0
2 Louse,5.0
Gremlin Nob,5.0
3 Sentries,5.0
3 Louse,5.0
Shelled Parasite and Fungi,5.0
Donu and Deca,5.0
Orb Walker,5.0
2 Fungi Beasts,5.0
3 Byrds,5.0
Jaw Worm Horde,5.0
Jaw Worm Horde,5.0
Looter,5.0
2 Fungi Beasts,5.0
Cultist,5.0
Shell Parasite,5.0
Gremlin Leader,5.0
Cultist and Chosen,5.0
Exordium Thugs,5.0
2 Louse,5.0
Jaw Worm,5.0
Small Slimes,5.0
3 Darklings,5.0
Lagavulin,5.0
Snecko,5.0
Time Eater,5.0
Champ,5.0
Nemesis,5.0
Large Slime,5.0
3 Louse,5.0
2 Orb Walkers,5.0
Lagavulin,5.0
Small Slimes,5.0
Cultist and Chosen,5.0
Small Slimes,5.0
Gremlin Gang,5.0
Colosseum Slavers,5.0
Shell Parasite,5.0
Small Slimes,5.0
Reptomancer,5.0
Jaw Worm,5.0
2 Louse,5.0
Red Slaver,5.0
Small Slimes,5.0
Snecko,5.0
Chosen and Byrds,5.0
Chosen,5.0
3 Cultists,5.0
Jaw Worm,5.0
Book of Stabbing,5.0
Jaw Worm Horde,5.0
Nemesis,5.0
Small Slimes,5.0
3 Louse,5.0
Small Slimes,5.0
Lagavulin,5.0
Snake Plant,5.0
Lagavulin,5.0
Snake Plant,5.0
Large Slime,5.0
3 Sentries,5.0
Cultist and Chosen,5.0
Centurion and Healer,5.0
2 Louse,5.0
3 Louse,5.0
3 Byrds,5.0
Small Slimes,5.0
Lagavulin,5.0
Book of Stabbing,5.0
Small Slimes,5.0
Donu and Deca,5.0
Reptomancer,5.0
Blue Slaver,5.0
Exordium Thugs,5.0
2 Fungi Beasts,5.0
Gremlin Nob,5.0
Chosen and Byrds,5.0
3 Louse,5.0
Blue Slaver,5.0
Sphere and 2 Shapes,5.0
Awakened One,5.0
Lagavulin,5.0
Gremlin Gang,5.0
3 Sentries,5.0
Small Slimes,5.0
Maw,5.0
Giant Head,5.0
Blue Slaver,5.0
2 Louse,5.0
Maw,5.0
Chosen and Byrds,5.0
Small Slimes,5.0
The Guardian,5.0
Slime Boss,5.0
Gremlin Leader,5.0
2 Thieves,5.0
3 Sentries,5.0
The Guardian,5.0
2 Louse,5.0
Small Slimes,5.0
Lagavulin,5.0
Cultist,5.0
Chosen,5.0
Large Slime,5.0
Gremlin Gang,5.0
3 Louse,5.0
Hexaghost,5.0
3 Sentries,5.0
2 Louse,5.0
Lagavulin,5.0
Gremlin Gang,5.0
Masked Bandits,5.0
Snecko,5.0
Exordium Wildlife,5.0
Gremlin Gang,5.0
2 Louse,5.0
Gremlin Nob,5.0
Small Slimes,5.0
Jaw Worm,5.0
2 Fungi Beasts,5.0
Hexaghost,5.0
Shelled Parasite and Fungi,5.0
3 Sentries,5.0
2 Louse,5.0
2 Louse,5.0
Blue Slaver,5.0
2 Louse,5.0
Small Slimes,5.0
Large Slime,5.0
3 Byrds,5.0
Spheric Guardian,5.0
Small Slimes,5.0
2 Thieves,5.0
Lagavulin,5.0
Large Slime,5.0
Book of Stabbing,5.0
3 Sentries,5.0
Orb Walker,5.0
Collector,5.0
Slavers,5.0
3 Sentries,5.0
Shell Parasite,5.0
2 Louse,5.0
Nemesis,5.0
Colosseum Slavers,5.0
Blue Slaver,5.0
3 Sentries,5.0
Gremlin Nob,5.0
Gremlin Leader,5.0
Sentry and Sphere,5.0
4 Shapes,5.0
Exordium Wildlife,5.0
Gremlin Leader,5.0
2 Thieves,5.0
Gremlin Gang,5.0
Small Slimes,5.0
3 Sentries,5.0
Small Slimes,5.0
Chosen,5.0
Book of Stabbing,5.0
Jaw Worm,5.0
Small Slimes,5.0
Donu and Deca,5.0
3 Louse,5.0
2 Louse,5.0
Gremlin Gang,5.0
Nemesis,5.0
Shell Parasite,5.0
Slavers,5.0
Lagavulin,5.0
2 Louse,5.0
2 Fungi Beasts,5.0
Gremlin Leader,5.0
3 Darklings,5.0
Jaw Worm,5.0
Small Slimes,5.0
Snecko,5.0
Giant Head,5.0
Small Slimes,5.0
Chosen and Byrds,5.0
4 Shapes,5.0
Gremlin Gang,5.0
Gremlin Leader,5.0
Snake Plant,5.0
Centurion and Healer,5.0
Gremlin Leader,5.0
3 Byrds,5.0
Gremlin Gang,5.0
Jaw Worm,5.0
Time Eater,5.0
2 Louse,5.0
2 Louse,5.0
Gremlin Nob,5.0
Gremlin Gang,5.0
2 Louse,5.0
Giant Head,5.0
Snecko,5.0
2 Fungi Beasts,5.0
Sphere and 2 Shapes,5.0
3 Byrds,5.0
Lagavulin,5.0
Large Slime,5.0
3 Sentries,5.0
Shell Parasite,5.0
2 Thieves,5.0
Lagavulin,5.0
Spheric Guardian,5.0
Blue Slaver,5.0
Looter,5.0
Shield and Spear,5.0
The Heart,5.0
2 Thieves,5.0
Book of Stabbing,5.0
2 Thieves,5.0
Jaw Worm Horde,5.0
Looter,5.0
Gremlin Leader,5.0
Gremlin Leader,5.0
Small Slimes,5.0
Spheric Guardian,5.0
Exordium Thugs,5.0
2 Fungi Beasts,5.0
Hexaghost,5.0
Small Slimes,5.0
Lagavulin,5.0
2 Louse,5.0
Lagavulin,5.0
Shell Parasite,5.0
Spheric Guardian,5.0
Giant Head,5.0
Spheric Guardian,5.0
Lots of Slimes,5.0
Centurion and Healer,5.0
Orb Walker,5.0
2 Louse,5.0
Chosen,5.0
The Mushroom Lair,5.0
3 Darklings,5.0
Gremlin Nob,5.0
Centurion and Healer,5.0
Donu and Deca,5.0
Small Slimes,5.0
Cultist and Chosen,5.0
Snecko,5.0
Cultist,5.0
Transient,5.0
Nemesis,5.0
Sphere and 2 Shapes,5.0
Gremlin Gang,5.0
Shelled Parasite and Fungi,5.0
Blue Slaver,5.0
Small Slimes,5.0
Transient,5.0
2 Orb Walkers,5.0
Reptomancer,5.0
Giant Head,5.0
2 Louse,5.0
Lagavulin,5.0
Red Slaver,5.0
2 Louse,5.0
Looter,5.0
Small Slimes,5.0
Chosen,5.0
3 Louse,5.0
Spheric Guardian,5.0
Gremlin Gang,5.0
Lagavulin,5.0
Small Slimes,5.0
Orb Walker,5.0
Blue Slaver,5.0
Lagavulin,5.0
Large Slime,5.0
Gremlin Gang,5.0
Collector,5.0
Small Slimes,5.0
Spire Growth,5.0
3 Sentries,5.0
Centurion and Healer,5.0
Blue Slaver,5.0
3 Cultists,5.0
Jaw Worm,5.0
Lagavulin,5.0
Gremlin Gang,5.0
3 Sentries,5.0
Snecko,5.0
Chosen,5.0
The Guardian,5.0
Centurion and Healer,5.0
3 Cultists,5.0
Gremlin Leader,5.0
Small Slimes,5.0
Giant Head,5.0
Small Slimes,5.0
4 Shapes,5.0
Jaw Worm,4.0
Slavers,4.0
2 Louse,4.0
Small Slimes,4.0
3 Shapes,4.0
3 Louse,4.0
Jaw Worm Horde,4.0
2 Fungi Beasts,4.0
Nemesis,4.0
Lots of Slimes,4.0
Gremlin Gang,4.0
Gremlin Gang,4.0
Looter,4.0
Nemesis,4.0
Chosen,4.0
Jaw Worm,4.0
Small Slimes,4.0
Chosen and Byrds,4.0
2 Thieves,4.0
3 Sentries,4.0
Jaw Worm,4.0
3 Byrds,4.0
Small Slimes,4.0
Gremlin Nob,4.0
Orb Walker,4.0
Lots of Slimes,4.0
Book of Stabbing,4.0
Gremlin Nob,4.0
Jaw Worm,4.0
Awakened One,4.0
Looter,4.0
Jaw Worm,4.0
2 Fungi Beasts,4.0
3 Shapes,4.0
Writhing Mass,4.0
Small Slimes,4.0
Spheric Guardian,4.0
The Mushroom Lair,4.0
Exordium Wildlife,4.0
Shell Parasite,4.0
Slavers,4.0
2 Louse,4.0
Shelled Parasite and Fungi,4.0
Jaw Worm,4.0
Small Slimes,4.0
Spheric Guardian,4.0
Snake Plant,4.0
2 Louse,4.0
Small Slimes,4.0
Blue Slaver,4.0
Exordium Wildlife,4.0
Book of Stabbing,4.0
Blue Slaver,4.0
Small Slimes,4.0
3 Louse,4.0
Champ,4.0
Gremlin Nob,4.0
Small Slimes,4.0
Small Slimes,4.0
3 Louse,4.0
Jaw Worm,4.0
Jaw Worm,4.0
Exordium Wildlife,4.0
Shell Parasite,4.0
Slavers,4.0
Gremlin Nob,4.0
Jaw Worm,4.0
The Guardian,4.0
Jaw Worm,4.0
3 Cultists,4.0
Lagavulin,4.0
Blue Slaver,4.0
Colosseum Slavers,4.0
3 Sentries,4.0
Jaw Worm,4.0
Exordium Thugs,4.0
Blue Slaver,4.0
Jaw Worm,4.0
Small Slimes,4.0
2 Louse,4.0
2 Fungi Beasts,4.0
The Guardian,4.0
Jaw Worm,4.0
Small Slimes,4.0
Red Slaver,4.0
Orb Walker,4.0
Sentry and Sphere,4.0
Gremlin Leader,4.0
Snake Plant,4.0
Cultist,4.0
Red Slaver,4.0
Small Slimes,4.0
Jaw Worm Horde,4.0
Chosen and Byrds,4.0
Cultist and Chosen,4.0
Automaton,4.0
Awakened One,4.0
Small Slimes,4.0
Champ,4.0
Blue Slaver,4.0
Looter,4.0
Chosen,4.0
Shell Parasite,4.0
Looter,4.0
2 Fungi Beasts,4.0
Spheric Guardian,4.0
Cultist,4.0
Chosen,4.0
Slavers,4.0
The Guardian,4.0
3 Darklings,4.0
Large Slime,4.0
Small Slimes,4.0
Exordium Wildlife,4.0
Small Slimes,4.0
Jaw Worm,4.0
2 Louse,4.0
Looter,4.0
Lots of Slimes,4.0
2 Louse,4.0
3 Louse,4.0
Jaw Worm,4.0
Small Slimes,4.0
Jaw Worm,4.0
2 Louse,4.0
Jaw Worm,4.0
Small Slimes,4.0
3 Shapes,4.0
2 Fungi Beasts,4.0
3 Byrds,4.0
Large Slime,4.0
2 Fungi Beasts,4.0
Red Slaver,4.0
Gremlin Leader,4.0
Blue Slaver,4.0
Gremlin Leader,4.0
Exordium Wildlife,4.0
3 Louse,4.0
Small Slimes,4.0
Red Slaver,4.0
Gremlin Gang,4.0
Centurion and Healer,4.0
2 Louse,4.0
Jaw Worm,4.0
Cultist,4.0
Exordium Thugs,4.0
Large Slime,4.0
2 Louse,4.0
Jaw Worm,4.0
Lots of Slimes,4.0
Cultist,4.0
2 Louse,4.0
Red Slaver,4.0
Small Slimes,4.0
Gremlin Nob,4.0
Blue Slaver,4.0
Red Slaver,4.0
Nemesis,4.0
Jaw Worm,4.0
Gremlin Nob,4.0
Snake Plant,4.0
Jaw Worm,4.0
Lagavulin,4.0
Small Slimes,4.0
Spheric Guardian,4.0
Exordium Wildlife,4.0
Blue Slaver,4.0
Centurion and Healer,4.0
Spheric Guardian,4.0
Snake Plant,4.0
Small Slimes,4.0
Snecko,4.0
3 Louse,4.0
The Mushroom Lair,4.0
Small Slimes,4.0
Jaw Worm,4.0
2 Fungi Beasts,4.0
Lots of Slimes,4.0
Small Slimes,4.0
Snecko,4.0
The Mushroom Lair,4.0
Small Slimes,4.0
3 Byrds,4.0
Gremlin Nob,4.0
Giant Head,4.0
3 Louse,4.0
Snake Plant,4.0
2 Thieves,4.0
Cultist,4.0
The Guardian,4.0
Lagavulin,4.0
Sphere and 2 Shapes,4.0
Blue Slaver,4.0
Blue Slaver,4.0
Small Slimes,4.0
Cultist,4.0
Gremlin Gang,4.0
Cultist,4.0
Small Slimes,4.0
Jaw Worm,4.0
3 Sentries,4.0
Champ,4.0
The Guardian,4.0
Small Slimes,4.0
Jaw Worm,4.0
Small Slimes,4.0
Slime Boss,4.0
Slavers,4.0
Donu and Deca,4.0
Jaw Worm,4.0
Slavers,4.0
Centurion and Healer,4.0
Sentry and Sphere,4.0
Jaw Worm,4.0
Book of Stabbing,4.0
Jaw Worm,4.0
Chosen,4.0
Blue Slaver,4.0
Small Slimes,4.0
Book of Stabbing,4.0
Jaw Worm,4.0
Maw,4.0
2 Fungi Beasts,4.0
Cultist,4.0
2 Fungi Beasts,4.0
2 Louse,4.0
Jaw Worm,4.0
Lots of Slimes,4.0
Small Slimes,4.0
The Mushroom Lair,4.0
Spheric Guardian,4.0
Jaw Worm,4.0
Slavers,4.0
2 Louse,4.0
Sphere and 2 Shapes,4.0
Looter,4.0
Small Slimes,4.0
3 Byrds,4.0
Looter,4.0
Cultist,4.0
Exordium Thugs,4.0
Lagavulin,4.0
Giant Head,4.0
2 Thieves,4.0
Masked Bandits,4.0
Blue Slaver,4.0
Chosen and Byrds,4.0
Gremlin Nob,4.0
Chosen,4.0
Gremlin Gang,4.0
Looter,4.0
Lots of Slimes,4.0
Small Slimes,4.0
Small Slimes,4.0
Cultist and Chosen,4.0
Small Slimes,4.0
Slime Boss,4.0
Jaw Worm,4.0
Small Slimes,4.0
Gremlin Nob,4.0
Blue Slaver,4.0
3 Shapes,4.0
The Guardian,4.0
2 Louse,4.0
2 Thieves,4.0
2 Louse,4.0
Large Slime,4.0
Jaw Worm,4.0
Large Slime,4.0
Cultist,4.0
Jaw Worm,4.0
Small Slimes,4.0
Centurion and Healer,4.0
Slavers,4.0
Orb Walker,4.0
Snake Plant,4.0
Book of Stabbing,4.0
Small Slimes,4.0
Chosen,4.0
Hexaghost,4.0
2 Louse,4.0
3 Byrds,4.0
2 Louse,4.0
Gremlin Nob,4.0
3 Sentries,4.0
Gremlin Nob,4.0
Exordium Thugs,4.0
Champ,4.0
Small Slimes,4.0
The Mushroom Lair,4.0
Sentry and Sphere,4.0
Gremlin Gang,4.0
Chosen,4.0
3 Louse,4.0
Small Slimes,4.0
Small Slimes,4.0
Jaw Worm,4.0
Centurion and Healer,4.0
Shell Parasite,4.0
Blue Slaver,4.0
Gremlin Nob,4.0
Gremlin Leader,4.0
Slime Boss,4.0
Cultist,4.0
2 Louse,4.0
Small Slimes,4.0
2 Louse,4.0
Exordium Thugs,4.0
Book of Stabbing,4.0
Cultist,4.0
2 Louse,4.0
3 Louse,4.0
Sentry and Sphere,4.0
Cultist and Chosen,4.0
Chosen,4.0
Small Slimes,4.0
Mind Bloom Boss Battle,4.0
Centurion and Healer,4.0
Transient,4.0
2 Louse,4.0
Red Slaver,4.0
Shield and Spear,4.0
3 Sentries,4.0
Exordium Wildlife,4.0
Jaw Worm,4.0
Red Slaver,4.0
Red Slaver,4.0
2 Louse,4.0
Small Slimes,4.0
Red Slaver,4.0
Looter,4.0
Jaw Worm,4.0
Snake Plant,4.0
2 Thieves,4.0
2 Louse,4.0
Cultist and Chosen,4.0
2 Louse,4.0
Lots of Slimes,4.0
Small Slimes,4.0
Small Slimes,4.0
3 Louse,4.0
Shell Parasite,4.0
Small Slimes,4.0
Book of Stabbing,4.0
Gremlin Nob,4.0
Jaw Worm,4.0
Lagavulin,4.0
Gremlin Nob,4.0
Writhing Mass,4.0
3 Byrds,4.0
2 Fungi Beasts,4.0
Small Slimes,4.0
Looter,4.0
Lagavulin,4.0
Jaw Worm,4.0
Hexaghost,4.0
Nemesis,4.0
Gremlin Gang,4.0
Looter,4.0
2 Fungi Beasts,4.0
Small Slimes,4.0
Blue Slaver,4.0
Shell Parasite,4.0
Small Slimes,4.0
Jaw Worm,4.0
Spheric Guardian,4.0
Exordium Thugs,4.0
2 Louse,4.0
Slavers,4.0
Red Slaver,4.0
Shelled Parasite and Fungi,4.0
Looter,4.0
Spire Growth,4.0
Gremlin Leader,4.0
Centurion and Healer,4.0
Gremlin Nob,4.0
Red Slaver,4.0
Small Slimes,4.0
2 Louse,4.0
2 Louse,4.0
Small Slimes,4.0
Snake Plant,4.0
Jaw Worm,4.0
3 Sentries,4.0
Exordium Wildlife,4.0
Gremlin Nob,4.0
2 Louse,4.0
The Mushroom Lair,4.0
Small Slimes,4.0
Cultist,4.0
Gremlin Nob,4.0
Blue Slaver,4.0
2 Louse,4.0
Cultist,4.0
2 Louse,4.0
Cultist,4.0
Centurion and Healer,4.0
Small Slimes,4.0
Small Slimes,4.0
Looter,4.0
Chosen,4.0
2 Fungi Beasts,4.0
Jaw Worm,4.0
Cultist,4.0
3 Shapes,4.0
Jaw Worm,4.0
Jaw Worm,4.0
The Mushroom Lair,4.0
Jaw Worm,4.0
3 Sentries,4.0
Spire Growth,4.0
2 Louse,4.0
Exordium Wildlife,4.0
2 Louse,4.0
Small Slimes,4.0
2 Louse,4.0
Shell Parasite,4.0
3 Sentries,4.0
Red Slaver,4.0
Exordium Thugs,4.0
Orb Walker,4.0
Exordium Wildlife,4.0
Exordium Wildlife,4.0
Shelled Parasite and Fungi,4.0
2 Louse,4.0
Small Slimes,4.0
The Guardian,4.0
Gremlin Leader,4.0
Small Slimes,4.0
2 Fungi Beasts,4.0
Large Slime,4.0
3 Shapes,4.0
Small Slimes,4.0
Writhing Mass,4.0
Small Slimes,4.0
Small Slimes,4.0
